sample,field,tillage,irrigation,year,total.fame,actinomycete.67,actinomycete.83,actinomycete.85,actinomycete.99,actinomycete.105,actinomycete.119,g.minus.78,g.minus.100,g.minus.116,g.minus.117,g.plus.21,g.plus.22,g.plus.35,g.plus.37,g.plus.52,g.plus.53,g.plus.72,g.plus.73,g.plus.109,g.plus.111,amf.58,sap.fungi.87,sap.fungi.88,sap.fungi.89,sap.fungi.90,sap.fungi.91,sap.fungi.92,sap.fungi.93,sap.fungi.94,sap.fungi.95,euk.protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum
CK 86,CK1,no,yes,2018,204.304,9.35,1.509,1.924,1.39,2.564,0.284,2.417,0,0,5.517,1.034,0.036,9.715,5.682,5.103,0.339,3.097,4.007,0.372,0,4.727,0.509,0.79,0.249,8.831,18.838,0,14.692,2.56,0,3.221,54.34,51.196,0.942,29.385,7.934,17.021
CK 87,CK1,no,yes,2018,406.828,17.37,2.202,3.4,3.175,5.009,0.057,4.855,0,0,8.78,2.424,0.086,20.006,13.596,11.264,0.677,5.74,8.192,0.399,0,10.056,0,2.514,0,23.468,37.591,0,30.523,0,5.605,3.481,107.232,109.757,1.024,62.384,13.635,31.213
CK 88,CK1,no,yes,2018,397.962,16.42,2.434,3.227,2.976,4.999,0.317,4.649,0,0,9.009,2.103,0.08,17.918,13.919,10.362,0.616,5.501,8.269,0.746,0,7.624,0,2.496,0,22.972,37.883,0,28.257,0,4.809,5.247,103.545,104.041,1.005,59.514,13.658,30.373
CK 89,CK2,no,yes,2018,353.841,12.75,2.112,3.055,2.61,4.435,0.389,4.005,0,0,7.711,1.82,0.087,15.264,10.244,8.244,0.589,4.841,5.889,0.401,0,7.886,0,2.25,0.497,15.213,28.665,0,25.075,4.906,0,5.219,84.446,84.492,1.001,47.379,11.716,25.351
CK 90,CK2,no,yes,2018,293.141,12.861,2.49,3.354,2.119,4.3,0.247,3.943,0,0,7.747,1.607,0.129,14.113,8.734,8.1,0.546,4.638,5.593,0.339,0,5.852,0.597,1.345,0.444,9.819,26.748,0,21.96,4.521,0,3.09,80.86,71.286,0.882,43.799,11.69,25.371
CK 91,CK2,no,yes,2018,265.308,10.721,1.936,2.738,1.94,3.567,0.124,3.087,0,0,6.354,1.301,0.051,12.296,7.412,6.433,0.424,3.733,4.539,0.215,0,5.652,0.507,1.075,0.318,11.509,26.451,0,20.048,0,3.678,3.921,66.871,69.238,1.035,36.404,9.441,21.026
CK 92,CK2,no,yes,2018,292.897,12.824,2.387,3.531,2.038,5.311,0.142,3.845,0.286,0,7.914,1.621,0.091,14.813,8.862,8.123,0.541,4.742,5.614,0.322,0,6.396,0.649,1.286,0.422,12.33,28.352,0,21.557,0,4.207,2.625,83.007,75.199,0.906,44.729,12.045,26.233
CK 93,CK3,no,yes,2018,182.277,8.303,3.176,3.103,1.14,3.555,0.084,2.189,0,0,3.51,0.754,0.042,8.588,4.772,5.55,0.343,2.908,3.485,0.218,0,7.951,0.702,0.519,0.379,8.57,16.915,0,10.669,2.585,0,2.039,51.72,48.29,0.934,26.66,5.699,19.361
CK 94,CK3,no,yes,2018,259.661,12.164,3.795,4.244,1.706,5.24,0.219,3.728,0,0,4.777,1.253,0.064,13.385,10.09,9.254,0.521,4.041,5.696,0.332,0,7.882,2.153,0,0.45,11.567,29.093,0,14.762,0,0,2.972,80.509,65.907,0.819,44.636,8.505,27.368
CK 95,CK3,no,yes,2018,282.569,13.305,3.59,4.476,1.605,5.592,0.174,3.471,0,0,4.436,1.389,0.08,14.636,9.329,9.891,0.582,4.266,5.504,0.255,0,7.681,1.033,0.816,0.517,14.706,29.314,0,16.756,4.584,0,2.977,82.581,75.407,0.913,45.932,7.907,28.742
CK 96,CK3,no,yes,2018,211.563,9.959,3.817,3.12,1.202,3.706,0.356,2.571,0,0,4.245,0.908,0.051,10.208,5.898,6.951,0.402,3.5,4.495,0.352,0,3.989,0.668,0.658,0.492,8.518,20.455,0,12.313,3.149,0,2.312,61.741,50.242,0.814,32.765,6.816,22.16
KK 73,KK1,no,yes,2018,190.059,7.676,1.283,1.484,1.251,2.468,0,1.815,0,0,4.696,0.859,0.045,8.795,5.104,4.651,0.294,2.601,3.035,0.187,0,6.705,0.547,0.537,0.356,11.15,16.588,0,12.865,4.18,0,2.75,46.244,52.928,1.145,25.571,6.511,14.162
KK 74,KK1,no,yes,2018,177.241,7.385,1.426,1.527,1.051,2.244,0,1.967,0,0,4.708,0.823,0,8.165,5.148,4.396,0.291,2.579,2.996,0.157,0,9.059,0.493,0.524,0.185,8.637,15.123,0,13.017,3.023,0,3.545,44.863,50.061,1.116,24.555,6.675,13.633
KK 75,KK1,no,yes,2018,314.639,10.321,1.86,2.718,2.548,4.79,0.193,3.12,0,0,7.4,1.855,0.069,14.043,9.772,8.471,0.46,4.214,5.218,0.337,0,11.282,0.827,1.144,0.447,18.413,26.786,0,21.721,0,6.625,4.09,77.389,87.245,1.127,44.439,10.52,22.43
KK 76,KK1,no,yes,2018,268.628,9.39,1.971,2.675,1.69,3.925,0.328,2.689,0,0,5.523,1.517,0.076,12.947,9.937,8.426,0.439,3.753,4.704,0.326,0,5.332,0,1.754,0.728,11.026,20.627,0,18.512,7.313,0,2.847,70.316,65.292,0.929,42.125,8.212,19.979
KK 77,KK2,no,yes,2018,253.878,7.222,1.208,2.34,1.475,2.968,0.295,2.462,0,0,4.322,1.1,0.066,11.22,6.411,7.465,0.409,3.237,4.257,0.294,0,4.479,0.567,0.748,0.333,14.945,20.901,0,12.639,5.009,0,2.106,56.751,59.621,1.051,34.459,6.784,15.508
KK 78,KK2,no,yes,2018,421.762,12.495,1.969,4.012,3.167,5.83,0.232,4.179,0,0,8.965,2.456,0.115,19.635,12.012,12.166,0.673,5.894,7.024,0.783,0,11.519,0.833,1.696,0.76,23.373,41.804,0,25.387,0,9.581,2.539,101.607,114.953,1.131,60.758,13.144,27.705
KK 79,KK2,no,yes,2018,179.871,6.24,1.125,1.748,0.819,2.19,0,1.682,0,0,3.798,0.746,0.037,8.104,4.494,4.565,0.276,2.561,2.891,0.242,0,5.412,0.456,0.565,0.268,8.651,17.046,0,9.613,0,3.662,4.396,41.518,45.673,1.1,23.916,5.48,12.122
KK 80,KK2,no,yes,2018,157.458,5.43,1.208,1.864,0.772,2.235,0,1.676,0,0,4.015,0.688,0.052,7.498,4.263,4.971,0.265,2.426,2.778,0.206,0,3.222,0.411,0.502,0.335,6.252,14.108,0,8.224,3.859,0,1.135,40.347,36.913,0.915,23.147,5.691,11.509
KK 81,KK3,no,yes,2018,212.653,7.571,1.247,2.185,1.37,2.588,0.287,2.272,0,0,4.628,0.962,0.066,8.833,5.377,5.512,0.491,3.17,3.723,0.307,0,11.15,0.897,0.754,0.441,9.336,17.739,0,14.185,0,3.595,2.743,50.589,58.097,1.148,28.441,6.9,15.248
KK 82,KK3,no,yes,2018,172.053,6.241,0.837,1.334,0.92,2.136,0,1.75,0,0,3.56,0.888,0.052,7.526,4.327,4.018,0.319,2.404,2.673,0.17,0,7.531,0.566,0.469,0.251,7.329,15.189,0,13.409,0,3.078,2.191,39.155,47.822,1.221,22.377,5.31,11.468
KK 83,KK3,no,yes,2018,211.088,7.343,1,1.847,1.543,2.442,0,2.177,0,0,4.39,1.131,0,9.075,5.929,5.34,0.337,2.953,3.563,0.173,0,9.152,0.603,0.719,0.397,10.701,18.642,0,15.852,3.361,0,3.285,49.243,59.427,1.207,28.501,6.567,14.175
KK 84,KK3,no,yes,2018,346.392,9.32,1.199,2.95,2.002,4.701,0.223,2.973,0,0,4.972,1.747,0.09,13.223,9.199,8.697,0.541,4.586,5.534,0.375,0,16.248,0.795,1.446,0.714,14.432,32.641,0,28.269,0,5.716,3.844,72.332,100.261,1.386,43.992,7.945,20.395
JA 109,JA1,no,no,2018,56.869,3.167,0.675,0.437,0.225,0.641,0,0.719,0.104,0,1.549,0.243,0.039,2.689,1.38,1.646,0.082,1.072,1.098,0.066,0,1.208,0.466,0.211,0.064,1.835,3.738,0,2.723,0.992,0,1.663,15.832,11.237,0.71,8.315,2.372,5.145
JA 110,JA1,no,no,2018,73.204,3.923,0.688,0.67,0.383,0.867,0,1.019,0.274,0,1.9,0.333,0.054,3.668,1.896,2.212,0.141,1.376,1.456,0.074,0,1.946,0.415,0.293,0.068,3.077,5.347,0,4.37,1.565,0,0.523,20.934,17.081,0.816,11.21,3.193,6.531
JA 111,JA1,no,no,2018,55.988,2.607,0.42,0.501,0.228,0.685,0.146,0.741,0,0,1.37,0.28,0,2.509,1.567,1.733,0.108,0.955,1.151,0.091,0,1.344,0.544,0.242,0.058,1.783,4.54,0,3.558,1.262,0,0.562,15.092,13.331,0.883,8.394,2.111,4.587
JA 112,JA1,no,no,2018,64.763,3.133,0.454,0.496,0.322,0.776,0,0.904,0.088,0,1.455,0.272,0,3.241,1.799,1.996,0.106,1.186,1.313,0.09,0,1.829,0.405,0.426,0,2.159,5.367,0,4.011,1.482,0,0.412,17.631,15.679,0.889,10.003,2.447,5.181
JA 113,JA2,yes,yes,2018,57.474,2.011,0.54,0.356,0.196,0.454,0,0.546,0,0,1.338,0.144,0,2.202,1.005,1.396,0.053,0.887,0.834,0.043,0,3.867,0.329,0.125,0,3.599,4.282,0,4.153,0.965,0,0.471,12.005,17.32,1.443,6.564,1.884,3.557
JA 114,JA2,yes,yes,2018,80.624,3.34,0.922,0.708,0.45,0.871,0,1.057,0.218,0,1.775,0.382,0.04,3.862,1.993,2.389,0.142,1.368,1.333,0.064,0,4.252,0,0.353,0,3.29,5.648,0,4.354,1.725,0,0.598,20.914,19.622,0.938,11.573,3.05,6.291
JA 115,JA2,yes,yes,2018,67.122,2.125,0.584,0.559,0.231,0.585,0,0.638,0,0,1.271,0.186,0,2.35,1.368,1.705,0.093,0.962,0.924,0.036,0,6.86,0.547,0,0.058,3.65,6.021,0,3.812,1.566,0,0.557,13.617,22.514,1.653,7.624,1.909,4.084
JA 116,JA2,yes,yes,2018,53.563,1.791,0.483,0.411,0.19,0.536,0,0.629,0,0,1.425,0.151,0,1.945,1.156,1.558,0.052,0.85,0.87,0.027,0,2.744,0.315,0.198,0.075,1.943,3.255,0,3.27,1.523,0,0.242,12.074,13.323,1.103,6.609,2.054,3.411
JA 117,JA3,yes,no,2018,17.912,1.053,0.316,0.15,0.074,0.338,0,0.298,0,0,0.54,0.054,0,0.841,0.39,0.58,0.032,0.368,0.346,0,0.157,0.413,0,0.148,0,0.975,1.349,0,0.978,0.397,0,0.088,5.537,4.26,0.769,2.768,0.838,1.931
JA 118,JA3,yes,no,2018,19.876,1.083,0.306,0.163,0.078,0.367,0,0.309,0,0,0.526,0.073,0,0.955,0.439,0.646,0.036,0.399,0.363,0,0,0.558,0,0.088,0,1.059,1.597,0,1.162,0.469,0,0.093,5.743,4.933,0.859,2.911,0.835,1.997
JA 119,JA3,yes,no,2018,25.038,1.19,0.348,0.306,0.066,0.374,0,0.356,0,0,0.586,0.115,0,1.082,0.534,0.765,0.036,0.447,0.44,0,0,0.696,0,0.062,0,1.795,2.4,0,1.222,0.677,0,0.142,6.645,6.852,1.031,3.419,0.942,2.284
JA 120,JA3,yes,no,2018,22.17,1.223,0.346,0.21,0.099,0.384,0,0.365,0,0,0.597,0.059,0,1.007,0.47,0.673,0.032,0.425,0.41,0,0,0.787,0,0.064,0,1.061,1.831,0,1.465,0.475,0,0.125,6.3,5.683,0.902,3.076,0.962,2.262
BE 13,BE1,no,yes,2018,238.302,9.402,1.704,2.631,1.156,4.347,0.174,3.106,0,0,4.065,1.405,0.146,13.321,6.717,8.589,0.402,3.999,4.438,0.23,0,6.562,0.581,0.776,0.354,8.05,19.338,0,13.997,5.395,0,1.576,65.832,55.053,0.836,39.247,7.171,19.414
BE 14,BE1,no,yes,2018,137.959,6.915,2.057,1.82,0.704,2.486,0,2.17,0,0,3.189,0.695,0.038,7.965,3.873,5.585,0.253,2.575,3.008,0.138,0,2.214,0.491,0.494,0.332,3.201,11.335,0,7.006,2.595,0,0.739,43.471,27.668,0.636,24.13,5.359,13.982
BE 15,BE1,no,yes,2018,142.543,6.431,1.796,1.783,0.626,2.776,0.102,1.841,0,0,2.493,0.718,0,7.268,4.108,5.335,0.242,2.322,2.756,0.112,0,3.136,0.422,0.474,0.362,5.113,12.631,0,8.778,2.505,0,1.441,40.709,33.421,0.821,22.861,4.334,13.514
BE 16,BE1,no,yes,2018,210.097,8.858,1.973,2.119,1.005,3.478,0,2.614,0,0,3.732,1.206,0.158,12.004,5.866,7.337,0.378,3.507,3.986,0.131,0,5.926,0.502,0.647,0.356,10.179,18.454,0,14.123,0,3.411,1.68,58.352,53.598,0.919,34.573,6.346,17.433
BE 17,BE2,no,no,2018,124.526,6.667,1.977,1.269,0.639,1.613,0,1.461,0,0,3.522,0.476,0,5.983,2.742,3.716,0.201,2.113,2.275,0.099,0,5.457,0.47,0.358,0.276,4.205,9.243,0,9.907,2.244,0,1.855,34.753,32.16,0.925,17.605,4.983,12.165
BE 18,BE2,no,no,2018,199.294,9.569,1.955,2.255,1.284,2.97,0.104,2.474,0,0,4.182,0.9,0.062,10.599,5.165,6.977,0.351,3.325,3.8,0.121,0,5.229,0.46,0.674,0.323,8.567,17.676,0,12.96,4.293,0,1.766,56.093,50.182,0.895,31.3,6.656,18.137
BE 19,BE2,no,no,2018,277.813,10.184,1.903,2.214,1.633,2.927,0.151,3.033,0,0,4.487,1.293,0.082,13.476,6.944,8.532,0.467,4.201,4.869,0.153,0,10.022,0.638,0.871,0.466,17.438,21.677,0,17.729,4.846,0,3.143,66.549,73.687,1.107,40.017,7.52,19.012
BE 20,BE2,no,no,2018,213.473,7.812,1.619,1.939,1.177,2.642,0.154,2.214,0,0,3.447,0.821,0,8.845,5.121,6.044,0.334,2.946,3.502,0.177,0,6.552,0.565,0.732,0.365,13.011,23.178,0,14.597,0,4.029,3.528,48.794,63.029,1.292,27.79,5.661,15.343
EE 21,EE1,no,yes,2018,128.227,6.132,1.83,1.144,0.446,1.395,0,1.217,0,0,3.311,0.328,0,5.741,2.452,3.253,0.18,2.067,2.126,0.109,0,10.696,0.578,0.279,0.158,3.823,7.969,0,12.071,2.622,0,2.624,31.731,38.196,1.204,16.256,4.528,10.947
EE 22,EE1,no,yes,2018,188.667,9.334,2.171,1.684,1.004,2.078,0,2.141,0,0,4.331,0.831,0.066,10.458,4.671,5.549,0.365,3.277,3.388,0.163,0,7.329,0.673,0.463,0.213,8.241,18.413,0,11.524,4.148,0,2.08,51.511,51.004,0.99,28.768,6.472,16.271
EE 23,EE1,no,yes,2018,128.206,7.959,2.777,1.252,0.626,1.874,0.161,1.599,0,0,4.06,0.604,0.047,7.633,3.492,4.394,0.232,2.657,2.742,0.171,0,4.13,0.423,0.389,0.169,3.264,8.508,0,6.371,2.715,0,1.787,42.28,25.969,0.614,21.972,5.659,14.649
EE 24,EE1,no,yes,2018,95.006,4.311,1.343,0.787,0.428,1.098,0,0.873,0.111,0,2.142,0.332,0,3.935,2.175,2.337,0.142,1.362,1.535,0.068,0,9.589,0.447,0.206,0.091,3.422,6.521,0,8.066,2.409,0,1.076,22.979,30.751,1.338,11.886,3.126,7.967
BS 97,BS1,no,yes,2018,283.063,10.896,2.143,2.793,1.731,3.876,0.131,2.841,0,0,4.1,1.57,0.189,13.306,7.626,9.386,0.487,4.104,5.547,0.234,0,9.447,0.644,1.027,0.59,16.025,25.585,0,19.946,5.004,0,2.719,70.96,78.268,1.103,42.449,6.941,21.57
BS 98,BS1,no,yes,2018,210.462,8.019,2.245,1.741,1.062,2.813,0,1.997,0,0,3.087,0.812,0.075,8.522,4.839,5.939,0.303,2.785,3.546,0.16,0,11.891,0.58,0.562,0.289,11.873,16.823,0,13.991,3.472,0,4.061,47.945,59.481,1.241,26.981,5.084,15.88
BS 101,BS2,no,yes,2018,141.593,6.972,4.036,1.315,0.625,2.295,0,1.842,0,0,3.315,0.58,0,5.457,3.394,4.856,0.206,2.216,2.914,0.096,0,9.749,0.476,0.404,0.101,4.844,13.177,0,10.669,0,1.848,3.273,40.119,41.268,1.029,19.719,5.157,15.243
BS 102,BS2,no,yes,2018,160.859,7.265,3.901,1.583,0.638,3.096,0.098,1.899,0,0,3.745,0.852,0,6.611,4.601,5.828,0.27,2.621,3.574,0.101,0,7.511,0.449,0.568,0.196,7.12,13.82,0,12.667,0,2.232,2.201,46.683,44.563,0.955,24.458,5.644,16.581
BS 103,BS2,no,yes,2018,207.754,8.726,2.243,1.73,1.047,2.596,0.147,2.405,0.179,0,4.293,0.931,0,9.341,5.518,6.122,0.326,3.171,3.737,0.204,0,9.753,0.572,0.837,0.394,10.497,17.862,0,16.459,0,3.2,3.079,52.716,59.574,1.13,29.35,6.877,16.489
BS 104,BS2,no,yes,2018,163.576,7.441,3.236,1.768,0.715,3.084,0.141,2.121,0,0,3.347,0.675,0.046,6.345,4.101,5.335,0.228,2.45,3.075,0.107,0,8.053,0.473,0.517,0.182,5.941,15.17,0,12.996,0,2.54,2.439,44.215,45.872,1.037,22.362,5.468,16.385
EE 105,EE2,no,yes,2018,173.466,5.527,1.647,0.94,0.554,1.179,0,1.271,0,0,2.116,0.537,0,5.885,4.154,3.315,0.199,1.893,2.216,0.086,0,5.04,0.496,0.261,0.209,13.248,11.276,24.292,0,6.912,0,1.661,31.519,61.734,1.959,18.285,3.387,9.847
EE 106,EE2,no,yes,2018,115.142,5.885,1.491,1.113,0.336,1.341,0,1.207,0.314,0,2.226,0.466,0,6.116,2.843,3.272,0.197,1.94,1.98,0.105,0,5.462,0.538,0.245,0.247,4.164,8.15,0,7.464,2.864,0,2.497,30.832,29.134,0.945,16.919,3.747,10.166
EE 107,EE2,no,yes,2018,170.133,7.117,1.799,1.496,0.596,1.78,0,1.637,0,0,3.43,0.663,0.068,7.648,3.759,4.255,0.253,2.398,2.633,0.143,0,7.379,1.184,0,0.392,5.809,12.357,0,24.482,0,3.484,2.705,39.675,55.087,1.388,21.82,5.067,12.788
EE 108,EE2,no,yes,2018,144.001,7.077,1.703,1.357,0.563,1.682,0.025,1.606,0.123,0,3.232,0.627,0.072,7.686,3.476,4.198,0.268,2.333,2.507,0.149,0,9.235,0.577,0.363,0.314,6.188,10.729,0,8.105,0,3.275,0.908,38.684,38.786,1.003,21.316,4.961,12.407
RN 50,RN1,no,yes,2018,233.383,9.049,1.424,1.744,1.493,2.785,0,2.382,0,0,4.914,1.058,0,9.611,5.508,5.738,0.349,3.341,3.75,0.205,0,18.749,0.898,0.755,0.303,9.637,19.46,0,22.799,4.06,0,2.16,53.351,76.661,1.437,29.56,7.296,16.495
EE 24,EE1,no,yes,2018,210.709,9.52,3.252,1.715,0.921,3.118,0,2.071,0,0,4.809,0.812,0.081,8.816,4.981,5.127,0.296,3.127,3.519,0.15,0,21.761,0.796,0.443,0.216,6.526,13.827,0,18.124,0,4.538,2.596,52.315,66.231,1.266,26.909,6.88,18.526
BS 99,BS1,no,yes,2018,197.729,8.929,3.176,2.07,0,2.739,0.099,2.174,0,0,4.499,0.845,0.061,8.129,5.02,6.148,0.275,2.869,3.909,0.182,0,12.607,0.658,0.661,0.344,7.372,18.992,0,12.17,0,3.359,1.729,51.124,56.163,1.099,27.438,6.673,17.013
BS 100,BS1,no,yes,2018,290.573,8.808,2.369,2.151,0.673,3.326,0.097,2.351,0,0,3.565,1.13,0.106,9.43,6.204,7.082,0.343,3.231,4.476,0.166,0,38.24,1.855,0,0.262,13.982,24.069,0,22.914,3.812,0,3.37,55.508,105.134,1.894,32.168,5.916,17.424
KS 121,KS1,yes,yes,2018,73.399,3.766,0.821,0.795,0.344,0.9,0,0.98,0.116,0,1.738,0.279,0,3.466,1.926,2.205,0.108,1.272,1.331,0.065,0,1.747,0.283,0.271,0.07,2.299,5.673,0,5.102,1.869,0,1.715,20.112,17.314,0.861,10.652,2.834,6.626
KS 122,KS1,yes,yes,2018,66.766,3.414,0.792,0.605,0.339,0.776,0,0.874,0.165,0,1.588,0.275,0,3.083,1.781,2.008,0.088,1.103,1.165,0.05,0,1.505,0.267,0.237,0.06,2.402,4.805,0,4.29,2.09,0,0.416,18.106,15.656,0.865,9.553,2.627,5.926
KS 123,KS1,yes,yes,2018,59.077,3.361,0.977,0.586,0.252,0.735,0,0.816,0.115,0,1.555,0.214,0,2.83,1.528,1.974,0.09,1.026,1.081,0.051,0,1.697,0.219,0.199,0.055,2.042,4.725,0,3.822,1.298,0,0.427,17.191,14.057,0.818,8.794,2.486,5.911
KS 124,KS1,yes,yes,2018,64.804,3.633,0.98,0.577,0.383,0.824,0,0.867,0.134,0,1.646,0.271,0,3.052,1.597,1.973,0.09,1.097,1.151,0.062,0,1.575,0.278,0.185,0.046,2.081,4.687,0,3.755,1.299,0,0.418,18.337,13.906,0.758,9.293,2.647,6.397
KS 125,KS2,yes,no,2018,89.797,3.338,0.649,0.948,0.447,1.156,0,1.144,0.191,0,1.417,0.406,0.059,3.725,2.527,2.832,0.186,1.259,1.616,0.085,0,1.902,0.303,0.307,0.107,3.922,7.282,0,5.359,3.996,0,0.439,21.985,23.178,1.054,12.695,2.752,6.538
KS 126,KS2,yes,no,2018,67.085,2.896,0.726,0.814,0.426,0.883,0,0.906,0,0,1.481,0.383,0,2.815,1.619,1.991,0.116,1.036,1.188,0.059,0,1.225,0.313,0.203,0,2.587,4.773,0,2.975,1.539,0,0.9,17.339,13.615,0.785,9.207,2.387,5.745
KS 127,KS2,yes,no,2018,49.71,2.58,0.547,0.52,0.195,0.652,0,0.699,0.105,0,1.212,0.196,0,2.505,1.348,1.622,0.064,0.849,0.935,0.03,0,1.063,0.226,0.172,0.042,1.594,4.008,0,2.893,1.248,0,0.232,14.059,11.246,0.8,7.549,2.016,4.494
KS 128,KS2,yes,no,2018,73.233,3.058,0.597,0.761,0.343,0.904,0,0.987,0.119,0,1.697,0.317,0,3.222,2.027,2.345,0.162,1.083,1.313,0.054,0,1.497,0.26,0.23,0.071,2.855,5.684,0,4.06,2.096,0,0.406,18.989,16.753,0.882,10.523,2.803,5.663
KS 129,KS3,minimal,no,2018,133.717,6.092,3.605,1.169,0.563,1.875,0,1.639,0,0,3.166,0.583,0,6.738,3.124,5.078,0.26,2.527,2.663,0.1,0,5.955,0.554,0.381,0.128,3.197,11.176,0,6.279,2.08,0,0.88,39.182,29.75,0.759,21.073,4.805,13.304
KS 130,KS3,minimal,no,2018,126.349,5.969,3.538,1.155,0.468,1.882,0,1.493,0,0,2.802,0.567,0,6.745,3.039,4.746,0.258,2.391,2.397,0.088,0,6.098,0.429,0.379,0.098,5.196,11.878,0,6.358,0,1.61,1.065,37.538,32.046,0.854,20.231,4.295,13.012
KS 131,KS3,minimal,no,2018,126.441,5.862,3.36,1.128,0.543,1.896,0.072,1.454,0,0,2.977,0.618,0.036,7.056,3.2,4.901,0.247,2.393,2.475,0.108,0,6.041,0.544,0.413,0.109,3.134,10.502,0,6.471,0,1.731,1.057,38.326,28.945,0.755,21.034,4.431,12.861
KS 132,KS3,minimal,no,2018,127.699,5.789,3.865,1.086,0.485,1.805,0,1.529,0,0,2.808,0.546,0,6.629,2.893,4.805,0.309,2.524,2.559,0.092,0,6.426,0.553,0.375,0.113,3.172,11.248,0,6.046,0,1.77,0.952,37.724,29.703,0.787,20.357,4.337,13.03
BH 37,BH1,yes,yes,2018,122.161,6.509,1.713,0.965,0.515,1.781,0,1.65,0.246,0,2.999,0.553,0,5.46,3.262,3.82,0.177,2.064,2.325,0.111,0,3.106,0.691,0.48,0.117,5.217,10.086,0,7.94,1.934,0,0.9,34.15,29.571,0.866,17.772,4.895,11.483
BH 38,BH1,yes,yes,2018,178.083,7.726,1.614,1.306,0.692,2.412,0,2.245,0.272,0,3.859,0.849,0.071,7.744,5.198,5.495,0.273,2.886,3.366,0.157,0,4.603,0.622,0.665,0.199,8.817,15.044,0,12.821,3.066,0,1.322,46.165,45.837,0.993,26.039,6.376,13.75
BH 39,BH1,yes,yes,2018,168.623,7.061,1.518,1.319,0.731,2.228,0.096,2.115,0.159,0,3.58,0.757,0.066,6.835,4.32,4.864,0.242,2.549,2.901,0.169,0,4.869,0.605,0.607,0.29,10.087,14.188,0,11.694,2.707,0,1.499,41.51,45.047,1.085,22.703,5.854,12.953
BH 40,BH1,yes,yes,2018,197.09,8.299,2.107,1.451,1.048,2.55,0.39,2.749,0,0,4.468,1,0.085,8.315,5.338,5.717,0.415,3.235,3.612,0.354,0,5.79,1.143,0.733,0.403,7.942,14.016,0,12.772,3.496,0,2.177,51.133,46.295,0.905,28.071,7.217,15.845
BH 45,BH3,minimal,yes,2018,81.949,3.755,0.713,0.599,0.397,0.916,0,0.878,0.172,0,2.3,0.353,0,3.902,2.144,2.081,0.13,1.423,1.4,0.107,0,1.783,0.24,0.256,0.137,3.231,6.332,0,5.056,2.16,0,0.374,21.27,19.195,0.902,11.54,3.35,6.38
BH 46,BH3,minimal,yes,2018,82.459,4.319,1.056,0.509,0.288,1.23,0,0.82,0,0,2.444,0.405,0,4.079,1.89,1.946,0.155,1.49,1.325,0.079,0,2.377,0.319,0.205,0,2.984,5.642,0,3.987,1.471,0,0.767,22.035,16.985,0.771,11.369,3.264,7.402
BH 47,BH3,minimal,yes,2018,125.299,4.26,0.683,0.973,0.824,1.343,0,1.211,0.18,0,2.799,0.501,0,4.643,2.735,2.832,0.18,1.792,1.952,0.169,0,2.604,0.337,0.28,0.154,5.41,10.723,0,8.333,2.594,0,0.77,27.077,30.435,1.124,14.804,4.19,8.083
BH 48,BH3,minimal,yes,2018,149.431,5.986,0.976,0.872,0.667,1.567,0,1.448,0,0,3.656,0.673,0.055,6.259,3.567,3.416,0.243,2.355,2.407,0.223,0,3.298,0.386,0.374,0.183,6.783,13.081,0,9.873,3.168,0,1.294,34.37,37.146,1.081,19.198,5.104,10.068
BH 41,BH2,minimal,yes,2018,142.633,5.327,0.873,1.586,0.752,1.937,0,1.781,0.256,0,3.008,0.69,0.104,5.833,3.001,4.081,0.229,2.237,2.395,0.248,0,3.131,0.794,0.486,0.268,4.723,9.846,0,7.375,3.894,0,0.925,34.338,30.517,0.889,18.818,5.045,10.475
BH 42,BH2,minimal,yes,2018,205.801,5.437,0.586,1.545,0.711,2.115,0,2.109,0,0,2.666,0.923,0.151,7.251,4.157,4.972,0.292,2.564,2.875,0.256,0,3.39,1.324,0.598,0,21.384,16.736,0,11.587,5.371,0,0.918,38.61,60.39,1.564,23.441,4.775,10.394
BH 43,BH2,minimal,yes,2018,171.12,5.314,0.637,1.469,0.823,2.234,0,2.161,0,0,2.733,0.825,0.101,6.73,4.453,5.093,0.305,2.333,2.835,0.172,0,3,1.114,0.544,0.231,9.048,12.63,0,10.049,5.635,0,1.312,38.218,42.251,1.106,22.847,4.894,10.477
BH 44,BH2,minimal,yes,2018,161.787,5.155,0.754,1.507,0.67,1.773,0,1.662,0,0,2.577,0.756,0.104,6.595,3.436,4.292,0.274,2.401,2.468,0.169,0,4.454,0.498,0.432,0.234,6.577,14.124,0,8.803,4.427,0,1.351,34.593,39.549,1.143,20.495,4.239,9.859
TG 25,TG1,no,yes,2018,73.206,3.366,0.904,0.846,0.285,0.902,0,0.858,0,0,1.682,0.281,0,2.826,1.573,1.849,0.131,1.022,1.188,0.126,0,4.138,0.313,0.207,0.102,2.384,6.413,0,5.246,0,2.285,0.336,17.839,21.088,1.182,8.996,2.54,6.303
TG 26,TG1,no,yes,2018,88.795,4.796,1.505,0.866,0.421,1.016,0,0.969,0,0,2.329,0.334,0,3.615,1.957,2.277,0.167,1.345,1.467,0.075,0,4.659,0.341,0.224,0.093,2.707,6.587,0,5.822,0,2.183,0.984,23.139,22.616,0.977,11.237,3.298,8.604
